crop,category,N,P,K,temperature,humidity,ph,rainfall,soil_type,season,water_avail,state
barley,cereal,73.0,42.0,48.0,18.9,43.7,7.88,74.7,sandy,rabi,irrigated,Himachal Pradesh
arecanut,plantation,37.0,23.0,56.0,22.5,82.1,6.87,194.0,alluvial,kharif,rainfed,Kerala
banana,horticulture,91.0,82.0,83.0,39.2,69.3,6.62,222.6,red,kharif,irrigated,Tamil Nadu
cowpea,pulse,25.0,41.0,29.0,35.6,70.4,6.83,73.9,sandy,zaid,irrigated,Tamil Nadu
cabbage,vegetable,76.0,39.0,50.0,11.5,74.6,6.9,81.9,loamy,rabi,rainfed,Assam
tapioca,horticulture,100.0,33.0,110.0,25.7,65.6,7.43,167.7,laterite,kharif,rainfed,Tamil Nadu
pepper,spice,64.0,39.0,56.0,26.6,89.8,6.43,346.6,red,kharif,rainfed,Andhra Pradesh
apple,horticulture,38.0,38.0,27.0,11.1,69.9,6.81,175.3,alluvial,rabi,rainfed,Himachal Pradesh
tobacco,cash,52.0,57.0,55.0,33.6,67.5,6.14,90.8,sandy,rabi,rainfed,Telangana
blackgram,pulse,40.0,48.0,28.0,23.5,87.5,7.23,104.9,loamy,kharif,rainfed,Uttar Pradesh
pepper,spice,41.0,21.0,87.0,29.2,94.1,6.91,253.7,red,kharif,rainfed,Tamil Nadu
cauliflower,vegetable,88.0,42.0,62.0,20.3,60.4,6.81,135.5,alluvial,rabi,rainfed,Odisha
jute,cash,67.0,30.0,55.0,31.9,78.8,7.39,139.2,alluvial,kharif,irrigated,Odisha
jasmine,flower,31.0,33.0,52.0,20.0,66.3,7.47,156.9,sandy,kharif,irrigated,Karnataka
jasmine,flower,41.0,33.0,62.0,28.1,69.6,6.12,93.3,alluvial,kharif,irrigated,Andhra Pradesh
onion,vegetable,61.0,41.0,58.0,19.0,79.8,6.32,78.3,alluvial,rabi,rainfed,Gujarat
horsegram,pulse,30.0,22.0,21.0,32.1,68.6,6.25,70.6,laterite,rabi,rainfed,Odisha
watermelon,horticulture,55.0,36.0,56.0,39.3,58.5,6.66,77.0,loamy,kharif,rainfed,Karnataka
kidneybeans,pulse,25.0,66.0,46.0,19.5,75.2,6.67,108.9,loamy,kharif,rainfed,Jammu & Kashmir
arecanut,plantation,36.0,19.0,97.0,37.6,83.3,7.39,146.6,loamy,kharif,irrigated,West Bengal
bajra,millet,51.0,36.0,29.0,23.7,55.8,6.95,74.4,red,kharif,irrigated,Uttar Pradesh
mothbeans,pulse,26.0,20.0,28.0,33.6,47.0,7.14,20.7,loamy,kharif,rainfed,Maharashtra
muskmelon,horticulture,61.0,39.0,60.0,35.6,57.4,6.87,59.1,sandy,zaid,irrigated,Rajasthan
muskmelon,horticulture,42.0,47.0,65.0,29.9,50.9,7.45,50.6,loamy,zaid,irrigated,Haryana
cauliflower,vegetable,119.0,52.0,60.0,22.9,70.4,6.3,111.1,loamy,rabi,rainfed,Maharashtra
groundnut,cash,18.0,66.0,60.0,24.7,62.7,6.95,109.6,loamy,rabi,irrigated,Rajasthan
potato,vegetable,115.0,49.0,86.0,17.6,79.6,5.44,129.9,sandy,rabi,rainfed,West Bengal
potato,vegetable,124.0,68.0,112.0,15.3,78.8,6.21,96.6,alluvial,rabi,irrigated,Uttar Pradesh
okra,vegetable,48.0,36.0,43.0,24.9,82.2,6.17,60.2,sandy,kharif,rainfed,West Bengal
cowpea,pulse,25.0,50.0,29.0,30.5,57.7,7.45,69.1,loamy,zaid,rainfed,Andhra Pradesh
grapes,horticulture,33.0,38.0,51.0,20.7,79.0,7.52,75.6,black,rabi,rainfed,Andhra Pradesh
bajra,millet,61.0,25.0,38.0,30.9,47.0,7.95,63.5,sandy,kharif,irrigated,Gujarat
cowpea,pulse,22.0,37.0,26.0,35.1,78.7,6.49,83.8,sandy,kharif,rainfed,Rajasthan
jute,cash,83.0,43.0,59.0,27.4,96.4,6.38,144.2,loamy,kharif,irrigated,West Bengal
cabbage,vegetable,84.0,54.0,56.0,16.2,63.4,6.97,113.9,alluvial,rabi,rainfed,West Bengal
papaya,horticulture,54.0,38.0,54.0,30.8,82.6,6.59,112.4,loamy,kharif,irrigated,Karnataka
kidneybeans,pulse,33.0,67.0,33.0,17.2,84.5,7.11,93.7,loamy,kharif,rainfed,Himachal Pradesh
coconut,plantation,40.0,12.0,65.0,25.7,92.0,7.18,145.9,sandy,kharif,irrigated,Tamil Nadu
potato,vegetable,107.0,73.0,124.0,21.9,74.3,5.37,144.3,sandy,rabi,rainfed,Bihar
orange,horticulture,30.0,15.0,25.0,19.0,50.8,7.28,116.9,alluvial,rabi,rainfed,Assam
tomato,vegetable,77.0,39.0,60.0,23.6,74.8,6.0,74.5,loamy,rabi,rainfed,Maharashtra
tomato,vegetable,76.0,55.0,59.0,29.8,67.1,6.1,129.1,loamy,kharif,rainfed,Madhya Pradesh
ragi,millet,73.0,31.0,46.0,19.9,77.0,5.73,105.3,red,kharif,irrigated,Odisha
mango,horticulture,38.0,25.0,74.0,26.7,52.0,7.36,125.7,loamy,kharif,irrigated,Tamil Nadu
ragi,millet,53.0,41.0,28.0,24.6,75.9,5.57,67.9,loamy,kharif,rainfed,Uttarakhand
groundnut,cash,17.0,75.0,38.0,31.5,63.7,6.51,95.1,loamy,rabi,irrigated,Andhra Pradesh
cashew,plantation,17.0,25.0,30.0,35.7,55.0,6.01,187.7,laterite,kharif,rainfed,Kerala
cardamom,spice,42.0,32.0,49.0,17.8,70.0,5.4,387.7,red,kharif,rainfed,Arunachal Pradesh
rice,cereal,132.0,53.0,54.0,26.1,86.4,6.06,305.3,loamy,kharif,rainfed,Andhra Pradesh
sapota,horticulture,36.0,23.0,58.0,32.3,58.0,7.63,142.2,laterite,kharif,rainfed,Maharashtra
lentil,pulse,31.0,36.0,43.0,18.5,66.0,7.01,44.3,loamy,rabi,rainfed,Madhya Pradesh
jowar,millet,52.0,36.0,34.0,32.7,53.8,6.0,70.7,loamy,kharif,irrigated,Maharashtra
pineapple,horticulture,32.0,25.0,45.0,21.1,72.9,4.64,102.5,sandy,kharif,rainfed,Manipur
bajra,millet,30.0,18.0,29.0,24.3,53.7,8.28,51.6,sandy,kharif,irrigated,Haryana
arecanut,plantation,38.0,18.0,98.0,22.0,76.1,6.28,194.6,laterite,kharif,rainfed,Assam
tea,plantation,22.0,15.0,31.0,26.8,84.7,5.66,294.9,red,kharif,irrigated,West Bengal
coconut,plantation,43.0,17.0,54.0,39.3,89.2,7.73,216.8,alluvial,kharif,rainfed,Kerala
cowpea,pulse,27.0,35.0,36.0,26.2,73.7,6.11,79.7,red,kharif,rainfed,Tamil Nadu
chilli,spice,83.0,55.0,51.0,28.2,73.4,7.12,113.3,alluvial,kharif,rainfed,Telangana
tomato,vegetable,49.0,55.0,75.0,20.9,79.5,7.2,108.7,alluvial,rabi,irrigated,Odisha
potato,vegetable,128.0,71.0,121.0,13.6,89.5,5.85,140.2,sandy,rabi,irrigated,West Bengal
tea,plantation,26.0,24.0,18.0,10.7,96.0,5.98,303.8,loamy,kharif,rainfed,Kerala
marigold,flower,49.0,65.0,53.0,16.3,70.5,6.37,90.5,sandy,kharif,rainfed,Andhra Pradesh
cashew,plantation,25.0,12.0,27.0,28.4,54.3,5.72,195.6,laterite,kharif,rainfed,Andhra Pradesh
barley,cereal,90.0,46.0,43.0,11.8,67.1,6.98,46.4,alluvial,rabi,rainfed,Rajasthan
horsegram,pulse,9.0,27.0,19.0,24.8,43.3,7.0,72.8,red,rabi,rainfed,Karnataka
mango,horticulture,22.0,21.0,67.0,33.5,38.0,6.28,120.9,alluvial,kharif,rainfed,Andhra Pradesh
apple,horticulture,29.0,19.0,30.0,11.1,69.7,5.7,205.9,alluvial,rabi,rainfed,Jammu & Kashmir
sunflower,oilseed,93.0,60.0,65.0,16.7,73.6,6.13,49.5,loamy,rabi,rainfed,Karnataka
tea,plantation,40.0,23.0,15.0,13.7,94.0,5.4,317.9,loamy,kharif,irrigated,Assam
pepper,spice,35.0,20.0,108.0,18.7,79.7,6.77,242.0,red,kharif,rainfed,Kerala
barley,cereal,101.0,40.0,28.0,16.6,45.5,7.83,69.4,alluvial,rabi,irrigated,Uttar Pradesh
rubber,plantation,30.0,21.0,25.0,35.6,86.7,4.62,344.5,laterite,kharif,rainfed,Tripura
tea,plantation,36.0,18.0,25.0,11.4,86.8,5.74,218.9,laterite,kharif,irrigated,Assam
castor,oilseed,53.0,29.0,55.0,39.1,56.8,7.87,100.4,alluvial,kharif,rainfed,Gujarat
cowpea,pulse,25.0,31.0,31.0,30.3,62.0,6.48,105.7,loamy,kharif,rainfed,Andhra Pradesh
kidneybeans,pulse,42.0,48.0,32.0,19.5,57.4,7.31,125.6,loamy,kharif,rainfed,Uttarakhand
grapes,horticulture,35.0,39.0,54.0,21.1,61.5,6.78,69.0,loamy,rabi,irrigated,Karnataka
cocoa,plantation,37.0,24.0,57.0,25.3,90.9,6.5,241.5,loamy,kharif,irrigated,Kerala
papaya,horticulture,72.0,53.0,58.0,20.3,55.8,6.15,120.0,loamy,kharif,rainfed,Maharashtra
marigold,flower,57.0,66.0,63.0,25.0,71.8,6.91,56.3,alluvial,kharif,irrigated,Rajasthan
ragi,millet,80.0,24.0,57.0,17.1,56.2,5.66,69.5,laterite,kharif,irrigated,Karnataka
cauliflower,vegetable,100.0,61.0,48.0,22.7,81.4,6.27,91.6,alluvial,rabi,irrigated,Maharashtra
ginger,spice,78.0,50.0,80.0,20.1,68.4,6.01,153.5,alluvial,kharif,irrigated,Kerala
muskmelon,horticulture,61.0,39.0,43.0,27.9,55.3,7.04,58.4,sandy,zaid,rainfed,Uttar Pradesh
ginger,spice,54.0,53.0,58.0,27.5,82.2,6.03,95.1,loamy,kharif,rainfed,Kerala
coconut,plantation,37.0,27.0,69.0,34.7,84.0,7.79,205.7,loamy,kharif,rainfed,Tamil Nadu
apple,horticulture,34.0,21.0,22.0,17.4,76.5,6.77,213.0,loamy,rabi,rainfed,Himachal Pradesh
cocoa,plantation,22.0,21.0,49.0,33.7,73.7,6.15,183.6,loamy,kharif,irrigated,Tamil Nadu
pomegranate,horticulture,37.0,21.0,33.0,17.9,35.1,6.86,61.1,loamy,kharif,rainfed,Maharashtra
kidneybeans,pulse,21.0,56.0,38.0,21.7,77.7,6.7,128.0,loamy,kharif,rainfed,Karnataka
groundnut,cash,19.0,81.0,37.0,34.3,62.0,6.22,104.2,red,kharif,rainfed,Rajasthan
cotton,cash,92.0,37.0,48.0,37.4,54.9,7.45,86.1,black,kharif,rainfed,Andhra Pradesh
turmeric,spice,67.0,56.0,73.0,29.7,82.3,6.24,169.1,red,kharif,rainfed,Odisha
wheat,cereal,134.0,80.0,53.0,23.9,46.8,6.07,85.8,alluvial,rabi,rainfed,Rajasthan
cardamom,spice,28.0,25.0,45.0,22.1,78.9,6.49,208.3,red,kharif,rainfed,Arunachal Pradesh
sesame,oilseed,22.0,24.0,28.0,30.9,71.5,6.53,78.0,loamy,kharif,rainfed,Gujarat
blackgram,pulse,35.0,53.0,40.0,36.9,71.4,7.07,98.6,loamy,rabi,rainfed,Maharashtra
greengram,pulse,16.0,49.0,26.0,37.6,76.6,6.45,68.3,red,kharif,rainfed,Maharashtra
coconut,plantation,21.0,21.0,62.0,38.9,91.1,6.86,314.3,alluvial,kharif,rainfed,Andhra Pradesh
pomegranate,horticulture,35.0,32.0,28.0,24.3,39.6,7.75,53.3,alluvial,kharif,rainfed,Andhra Pradesh
kidneybeans,pulse,39.0,52.0,55.0,22.0,71.8,6.26,95.4,loamy,kharif,irrigated,Jammu & Kashmir
onion,vegetable,57.0,39.0,57.0,15.4,74.2,6.08,98.4,loamy,rabi,rainfed,Madhya Pradesh
sapota,horticulture,32.0,17.0,52.0,30.4,64.7,7.94,195.2,alluvial,kharif,rainfed,Gujarat
ginger,spice,56.0,60.0,62.0,26.1,69.7,7.28,112.0,loamy,kharif,rainfed,Kerala
marigold,flower,67.0,44.0,74.0,17.5,63.5,6.36,128.7,sandy,rabi,rainfed,Maharashtra
bajra,millet,34.0,22.0,34.0,34.2,55.5,6.23,75.5,sandy,kharif,rainfed,Gujarat
mango,horticulture,19.0,40.0,67.0,22.8,74.3,7.39,205.4,alluvial,kharif,irrigated,Andhra Pradesh
grapes,horticulture,32.0,37.0,46.0,32.0,58.9,7.72,68.0,black,rabi,irrigated,Tamil Nadu
tapioca,horticulture,103.0,62.0,114.0,34.2,63.5,6.49,187.9,laterite,kharif,rainfed,Maharashtra
blackgram,pulse,22.0,32.0,33.0,27.8,68.8,6.13,74.6,alluvial,rabi,rainfed,Uttar Pradesh
tomato,vegetable,67.0,48.0,63.0,29.3,63.7,7.0,105.6,red,kharif,irrigated,Karnataka
grapes,horticulture,33.0,43.0,30.0,28.7,76.2,7.82,70.8,black,rabi,rainfed,Tamil Nadu
onion,vegetable,53.0,48.0,54.0,23.2,60.8,6.77,88.7,loamy,kharif,irrigated,Maharashtra
grapes,horticulture,42.0,26.0,38.0,31.7,60.9,7.01,92.1,black,rabi,irrigated,Andhra Pradesh
castor,oilseed,64.0,36.0,55.0,34.3,57.5,6.88,89.3,sandy,kharif,irrigated,Rajasthan
groundnut,cash,20.0,62.0,56.0,36.5,70.1,6.55,121.6,sandy,kharif,rainfed,Gujarat
watermelon,horticulture,54.0,58.0,63.0,30.2,64.5,6.91,58.2,sandy,zaid,irrigated,Karnataka
chickpea,pulse,23.0,58.0,57.0,16.5,53.7,6.85,60.0,alluvial,rabi,irrigated,Madhya Pradesh
barley,cereal,57.0,62.0,44.0,21.0,53.8,7.88,79.4,alluvial,rabi,rainfed,Himachal Pradesh
cauliflower,vegetable,75.0,56.0,68.0,21.2,66.6,6.79,155.1,alluvial,rabi,irrigated,Uttar Pradesh
rice,cereal,145.0,57.0,43.0,31.4,88.5,5.87,167.6,alluvial,kharif,irrigated,West Bengal
brinjal,vegetable,55.0,46.0,47.0,21.8,64.9,5.67,119.0,loamy,rabi,irrigated,West Bengal
mothbeans,pulse,26.0,24.0,24.0,24.4,44.5,7.64,47.9,loamy,kharif,irrigated,Maharashtra
chickpea,pulse,29.0,60.0,29.0,18.8,43.5,6.5,81.9,alluvial,rabi,rainfed,Uttar Pradesh
coffee,plantation,67.0,37.0,39.0,13.8,81.8,6.93,147.9,loamy,kharif,rainfed,Karnataka
tapioca,horticulture,99.0,43.0,122.0,18.4,65.8,6.59,154.6,red,kharif,irrigated,Andhra Pradesh
mustard,oilseed,95.0,53.0,54.0,14.5,48.8,7.75,72.9,sandy,rabi,rainfed,Uttar Pradesh
soybean,oilseed,29.0,76.0,44.0,20.8,70.7,7.46,59.8,alluvial,kharif,irrigated,Uttar Pradesh
chickpea,pulse,25.0,66.0,59.0,24.7,37.9,6.64,61.7,loamy,rabi,irrigated,Uttar Pradesh
cardamom,spice,42.0,32.0,35.0,26.9,73.6,6.72,283.7,red,kharif,rainfed,Karnataka
papaya,horticulture,79.0,30.0,50.0,30.4,75.2,6.85,160.5,sandy,kharif,rainfed,Gujarat
maize,cereal,90.0,38.0,65.0,32.5,69.2,6.14,55.5,loamy,rabi,irrigated,Andhra Pradesh
horsegram,pulse,19.0,42.0,22.0,29.9,45.4,6.64,52.0,red,kharif,irrigated,Karnataka
okra,vegetable,36.0,41.0,47.0,32.4,70.1,6.53,128.0,sandy,kharif,rainfed,Gujarat
rubber,plantation,34.0,31.0,26.0,29.6,94.5,5.45,240.9,laterite,kharif,rainfed,Kerala
ragi,millet,59.0,32.0,45.0,28.9,65.9,6.12,81.3,laterite,kharif,rainfed,Odisha
maize,cereal,85.0,54.0,55.0,23.3,85.0,6.19,94.9,red,kharif,rainfed,Andhra Pradesh
barley,cereal,85.0,42.0,54.0,21.3,59.2,7.79,85.7,loamy,rabi,rainfed,Haryana
mango,horticulture,29.0,21.0,64.0,33.5,73.9,6.61,75.0,alluvial,kharif,rainfed,Uttar Pradesh
turmeric,spice,69.0,70.0,64.0,26.6,70.8,6.32,136.7,alluvial,kharif,rainfed,Andhra Pradesh
guava,horticulture,29.0,38.0,36.0,30.5,51.2,5.74,96.3,loamy,kharif,rainfed,Karnataka
ginger,spice,64.0,30.0,73.0,28.1,83.1,6.99,150.8,alluvial,kharif,rainfed,Meghalaya
groundnut,cash,10.0,73.0,48.0,26.9,52.1,7.44,119.5,red,kharif,irrigated,Andhra Pradesh
sesame,oilseed,36.0,44.0,23.0,34.5,73.4,6.81,79.3,red,kharif,rainfed,Andhra Pradesh
coriander,spice,41.0,59.0,25.0,27.1,52.8,7.22,62.6,alluvial,rabi,rainfed,Gujarat
mothbeans,pulse,13.0,30.0,24.0,35.2,33.2,8.14,49.6,loamy,kharif,rainfed,Gujarat
onion,vegetable,51.0,33.0,65.0,21.2,77.9,7.12,71.3,black,kharif,rainfed,Madhya Pradesh
tapioca,horticulture,84.0,34.0,108.0,23.8,59.1,5.89,102.9,laterite,kharif,irrigated,Maharashtra
muskmelon,horticulture,34.0,52.0,38.0,36.5,72.7,6.83,38.3,loamy,zaid,irrigated,Punjab
cabbage,vegetable,85.0,67.0,58.0,11.8,91.4,6.86,136.9,clay,rabi,irrigated,Maharashtra
brinjal,vegetable,64.0,33.0,74.0,34.9,69.9,6.87,87.1,alluvial,kharif,rainfed,West Bengal
orange,horticulture,22.0,14.0,16.0,17.1,71.8,7.28,121.8,loamy,rabi,irrigated,Nagpur
blackgram,pulse,32.0,32.0,26.0,36.6,72.7,6.75,62.9,alluvial,rabi,irrigated,Tamil Nadu
cashew,plantation,12.0,16.0,20.0,19.6,58.9,5.96,168.6,loamy,kharif,rainfed,Maharashtra
ginger,spice,69.0,57.0,63.0,24.4,82.6,6.58,113.0,laterite,kharif,rainfed,Karnataka
cauliflower,vegetable,83.0,57.0,64.0,10.1,75.4,6.39,143.3,loamy,rabi,irrigated,Odisha
sugarcane,cash,136.0,78.0,100.0,35.4,94.9,7.83,167.5,loamy,kharif,rainfed,Uttar Pradesh
castor,oilseed,62.0,34.0,39.0,21.2,65.4,6.66,79.0,sandy,kharif,rainfed,Tamil Nadu
rose,flower,56.0,40.0,39.0,16.4,82.2,6.37,125.5,loamy,rabi,rainfed,Maharashtra
onion,vegetable,48.0,38.0,38.0,19.0,56.3,7.0,58.5,alluvial,kharif,irrigated,Gujarat
groundnut,cash,16.0,53.0,54.0,24.8,64.9,6.09,106.3,loamy,kharif,irrigated,Gujarat
tapioca,horticulture,97.0,39.0,92.0,30.6,59.8,5.5,144.7,laterite,kharif,rainfed,Maharashtra
papaya,horticulture,64.0,39.0,61.0,26.9,83.2,6.72,117.3,sandy,kharif,rainfed,Tamil Nadu
okra,vegetable,28.0,49.0,41.0,35.3,58.8,6.51,82.5,alluvial,kharif,rainfed,Andhra Pradesh
mothbeans,pulse,15.0,31.0,24.0,32.6,35.2,8.09,25.6,loamy,kharif,rainfed,Rajasthan
ginger,spice,86.0,52.0,97.0,24.2,81.5,6.08,167.4,loamy,kharif,irrigated,Kerala
bajra,millet,52.0,20.0,39.0,25.5,54.0,6.26,69.9,sandy,kharif,rainfed,Uttar Pradesh
kidneybeans,pulse,21.0,68.0,40.0,17.3,69.9,6.56,99.6,alluvial,kharif,irrigated,Karnataka
pomegranate,horticulture,31.0,30.0,25.0,39.6,48.5,8.47,60.6,loamy,kharif,rainfed,Maharashtra
tomato,vegetable,79.0,52.0,53.0,19.8,52.0,7.23,60.5,loamy,kharif,rainfed,Maharashtra
orange,horticulture,31.0,25.0,27.0,29.6,68.1,5.92,108.7,laterite,rabi,irrigated,Punjab
cardamom,spice,26.0,15.0,52.0,25.6,90.6,6.66,302.7,red,kharif,rainfed,Tamil Nadu
sesame,oilseed,30.0,27.0,27.0,28.2,46.3,6.44,55.5,loamy,kharif,irrigated,Gujarat
mothbeans,pulse,26.0,34.0,27.0,38.8,44.0,8.57,21.5,sandy,kharif,irrigated,Haryana
blackgram,pulse,37.0,45.0,23.0,29.6,80.3,6.0,65.8,red,rabi,rainfed,Uttar Pradesh
sugarcane,cash,96.0,81.0,82.0,37.8,68.5,7.45,127.0,loamy,kharif,irrigated,Maharashtra
arecanut,plantation,34.0,30.0,78.0,21.2,91.4,6.54,268.0,laterite,kharif,rainfed,Kerala
mothbeans,pulse,15.0,43.0,22.0,39.6,27.7,8.07,31.2,loamy,kharif,rainfed,Haryana
bajra,millet,57.0,16.0,42.0,39.3,48.1,7.14,85.1,red,kharif,rainfed,Gujarat
greengram,pulse,37.0,37.0,35.0,33.2,67.5,6.45,61.8,alluvial,zaid,rainfed,Maharashtra
lentil,pulse,17.0,30.0,36.0,15.5,49.3,6.4,32.0,alluvial,rabi,irrigated,Madhya Pradesh
pineapple,horticulture,32.0,31.0,44.0,36.7,76.5,6.28,199.2,sandy,kharif,rainfed,Kerala
mothbeans,pulse,25.0,21.0,32.0,25.0,37.7,8.97,48.9,sandy,kharif,irrigated,Rajasthan
coconut,plantation,38.0,30.0,84.0,34.3,88.6,6.69,179.3,alluvial,kharif,rainfed,West Bengal
arecanut,plantation,33.0,23.0,67.0,22.9,79.9,6.89,231.1,alluvial,kharif,irrigated,West Bengal
sunflower,oilseed,58.0,77.0,83.0,31.0,70.5,7.06,56.0,black,kharif,rainfed,Bihar
sunflower,oilseed,106.0,83.0,52.0,20.9,79.5,6.06,91.3,loamy,kharif,irrigated,Orissa
castor,oilseed,41.0,41.0,53.0,40.7,74.5,6.77,98.4,sandy,kharif,irrigated,Andhra Pradesh
banana,horticulture,115.0,83.0,89.0,37.1,94.6,5.77,218.4,loamy,kharif,rainfed,Maharashtra
rubber,plantation,40.0,24.0,24.0,27.0,90.9,5.41,274.9,alluvial,kharif,rainfed,Karnataka
cauliflower,vegetable,104.0,47.0,59.0,22.6,73.3,7.16,133.5,loamy,rabi,irrigated,Bihar
rose,flower,48.0,67.0,63.0,18.8,64.7,6.03,132.4,alluvial,rabi,rainfed,Himachal Pradesh
pigeonpeas,pulse,30.0,65.0,28.0,31.5,53.0,6.14,89.3,loamy,kharif,irrigated,Madhya Pradesh
potato,vegetable,110.0,67.0,87.0,15.6,72.1,5.04,117.8,sandy,rabi,irrigated,Punjab
pomegranate,horticulture,41.0,34.0,26.0,37.7,49.7,7.46,76.0,alluvial,kharif,rainfed,Maharashtra
jute,cash,86.0,42.0,49.0,30.4,70.4,7.18,172.6,loamy,kharif,rainfed,Assam
brinjal,vegetable,68.0,63.0,76.0,31.3,51.5,6.87,80.8,alluvial,rabi,rainfed,Gujarat
cotton,cash,81.0,43.0,63.0,32.0,55.8,6.38,94.5,alluvial,kharif,irrigated,Maharashtra
horsegram,pulse,25.0,35.0,24.0,20.4,37.3,5.88,78.0,loamy,kharif,rainfed,Odisha
grapes,horticulture,36.0,38.0,45.0,26.2,63.8,6.55,58.8,loamy,rabi,rainfed,Karnataka
pigeonpeas,pulse,39.0,61.0,42.0,17.5,54.2,6.16,92.9,alluvial,kharif,irrigated,Karnataka
mustard,oilseed,85.0,58.0,54.0,12.1,49.7,7.93,40.5,loamy,rabi,irrigated,West Bengal
watermelon,horticulture,64.0,29.0,72.0,33.3,70.2,6.71,61.4,loamy,zaid,rainfed,Maharashtra
brinjal,vegetable,59.0,54.0,50.0,31.8,62.3,7.11,117.6,alluvial,kharif,rainfed,Gujarat
marigold,flower,59.0,53.0,46.0,18.6,51.2,6.59,87.6,loamy,rabi,irrigated,Andhra Pradesh
cotton,cash,81.0,64.0,53.0,22.9,59.7,6.26,68.9,black,kharif,rainfed,Andhra Pradesh
watermelon,horticulture,55.0,43.0,58.0,37.6,61.1,6.22,78.1,sandy,zaid,rainfed,Rajasthan
ginger,spice,76.0,58.0,63.0,25.6,69.9,6.93,211.1,alluvial,kharif,rainfed,Karnataka
tomato,vegetable,73.0,64.0,55.0,28.5,65.5,7.15,92.7,alluvial,kharif,rainfed,Odisha
sesame,oilseed,23.0,42.0,36.0,36.6,67.4,6.0,43.4,red,kharif,irrigated,Andhra Pradesh
maize,cereal,62.0,44.0,60.0,20.9,76.1,6.3,102.7,red,rabi,rainfed,Bihar
groundnut,cash,14.0,61.0,67.0,35.0,73.0,6.0,124.4,loamy,kharif,rainfed,Tamil Nadu
mango,horticulture,21.0,30.0,73.0,22.4,41.4,6.87,155.8,laterite,kharif,irrigated,Andhra Pradesh
cotton,cash,86.0,44.0,53.0,22.0,76.7,6.44,76.0,loamy,kharif,irrigated,Rajasthan
cashew,plantation,25.0,25.0,14.0,25.0,59.0,5.39,169.7,laterite,kharif,rainfed,Kerala
maize,cereal,71.0,41.0,39.0,24.4,68.3,6.23,60.9,red,rabi,irrigated,Andhra Pradesh
chilli,spice,56.0,42.0,81.0,25.8,70.3,7.25,94.9,alluvial,kharif,irrigated,Maharashtra
cabbage,vegetable,110.0,53.0,62.0,12.6,89.4,7.22,121.4,loamy,rabi,rainfed,Odisha
greengram,pulse,30.0,54.0,39.0,26.1,81.4,6.42,63.7,alluvial,zaid,irrigated,Madhya Pradesh
chilli,spice,51.0,37.0,47.0,25.3,54.2,6.42,100.0,black,kharif,rainfed,Tamil Nadu
mango,horticulture,27.0,38.0,45.0,35.2,40.0,6.27,161.2,alluvial,kharif,rainfed,Tamil Nadu
tapioca,horticulture,87.0,55.0,95.0,35.5,57.3,6.98,213.7,loamy,kharif,irrigated,Andhra Pradesh
kidneybeans,pulse,29.0,82.0,33.0,21.5,69.6,6.5,111.5,loamy,kharif,rainfed,Jammu & Kashmir
groundnut,cash,21.0,49.0,45.0,35.0,72.1,7.21,63.1,loamy,kharif,irrigated,Tamil Nadu
cocoa,plantation,34.0,30.0,42.0,25.8,73.6,7.27,245.0,loamy,kharif,rainfed,Tamil Nadu
groundnut,cash,17.0,81.0,62.0,32.3,69.6,6.09,110.1,sandy,kharif,irrigated,Gujarat
blackgram,pulse,30.0,28.0,40.0,24.2,79.1,7.3,102.8,red,kharif,rainfed,Andhra Pradesh
pineapple,horticulture,55.0,22.0,37.0,36.8,89.2,6.26,256.1,laterite,kharif,irrigated,West Bengal
cabbage,vegetable,80.0,44.0,61.0,14.7,67.9,6.51,131.8,alluvial,rabi,irrigated,Maharashtra
blackgram,pulse,37.0,28.0,25.0,31.6,64.5,6.69,91.8,red,rabi,irrigated,Andhra Pradesh
coffee,plantation,72.0,27.0,60.0,21.2,70.5,7.2,124.3,loamy,kharif,rainfed,Odisha
cashew,plantation,18.0,28.0,24.0,37.5,72.6,5.38,209.5,sandy,kharif,rainfed,Goa
mothbeans,pulse,17.0,35.0,18.0,34.5,26.6,8.8,35.8,sandy,kharif,rainfed,Rajasthan
lentil,pulse,20.0,59.0,23.0,22.3,65.3,7.6,55.3,alluvial,rabi,rainfed,Rajasthan
apple,horticulture,33.0,37.0,42.0,14.3,68.2,6.76,111.9,loamy,rabi,rainfed,Arunachal Pradesh
turmeric,spice,75.0,40.0,99.0,24.6,85.4,6.04,100.2,loamy,kharif,rainfed,Odisha
sapota,horticulture,30.0,37.0,54.0,22.3,58.7,7.78,176.7,alluvial,kharif,irrigated,Andhra Pradesh
horsegram,pulse,19.0,27.0,30.0,21.6,43.1,5.58,56.4,laterite,kharif,irrigated,Tamil Nadu
marigold,flower,53.0,55.0,67.0,31.1,72.9,6.38,100.9,alluvial,rabi,irrigated,Karnataka
muskmelon,horticulture,45.0,24.0,63.0,23.5,57.9,6.31,44.7,sandy,zaid,rainfed,Karnataka
maize,cereal,80.0,44.0,64.0,18.0,81.6,6.47,79.8,loamy,rabi,irrigated,Madhya Pradesh
jowar,millet,43.0,38.0,40.0,36.2,37.5,7.28,64.4,loamy,rabi,rainfed,Maharashtra
kidneybeans,pulse,25.0,72.0,38.0,16.1,63.0,6.85,80.8,alluvial,kharif,rainfed,Uttarakhand
mango,horticulture,40.0,22.0,38.0,20.3,56.6,6.61,158.7,loamy,kharif,irrigated,Bihar
